timestamp,return_temp_C,supply_temp_C,outdoor_temp_C,suction_pressure_psi,discharge_pressure_psi,compressor_current_A,fan_speed_RPM,vibration_mm_s,unit_age,refrigerant_pressure_psi,filter_health,airflow_rate,damper_position_%,fault
88,25.1,17.2,38.0,61.0,219.0,13.0,1534.0,0.25,10.8,171.0,1.0,5.0,28.6,Normal
89,25.7,17.8,37.6,62.0,219.0,14.2,1490.0,0.25,14.2,172.0,1.0,5.0,31.1,Normal
90,26.6,18.1,38.1,63.0,217.0,15.6,1496.0,0.25,1.7,171.0,1.0,5.0,24.4,Normal
91,25.5,17.5,38.0,63.0,218.0,12.4,1572.0,0.23,2.7,172.0,1.0,5.0,22.0,Normal
92,24.9,17.3,38.4,64.0,216.0,13.6,1582.0,0.27,5.4,171.0,1.0,5.0,34.8,Normal
93,24.2,16.9,37.6,64.0,218.0,12.7,1467.0,0.26,3.7,171.0,1.0,5.0,27.6,Normal
94,25.8,17.3,37.8,62.0,221.0,12.2,1547.0,0.24,14.4,174.0,1.0,5.0,23.8,Normal
95,25.9,17.6,37.8,63.0,219.0,12.2,1575.0,0.24,2.6,172.0,1.0,5.0,24.5,Normal
96,26.6,18.1,37.3,63.0,220.0,14.8,1524.0,0.23,2.5,173.0,1.0,5.0,25.7,Normal
97,25.4,17.9,38.2,61.0,219.0,11.3,1580.0,0.23,7.3,172.0,1.0,5.0,28.6,Normal
98,26.7,17.8,38.2,62.0,218.0,13.7,1558.0,0.28,10.5,171.0,1.0,5.0,20.6,Normal
99,24.7,17.6,38.1,63.0,217.0,12.4,1548.0,0.24,5.7,171.0,1.0,5.0,29.6,Normal
100,25.9,17.5,38.0,63.0,218.0,15.0,1528.0,0.3,0.7,172.0,1.0,5.0,25.6,Normal
101,25.1,18.1,37.4,63.0,219.0,12.9,1538.0,0.22,11.5,173.0,1.0,5.0,31.4,Normal
102,25.4,17.8,37.9,63.0,220.0,12.9,1522.0,0.26,14.2,173.0,1.0,5.0,28.6,Normal
103,25.9,17.1,38.0,61.0,219.0,14.8,1545.0,0.25,12.2,172.0,1.0,5.0,30.4,Normal
104,26.0,17.5,37.8,64.0,220.0,14.1,1544.0,0.25,12.6,173.0,1.0,5.0,26.8,Normal
105,25.3,17.5,38.1,63.0,216.0,13.8,1523.0,0.22,12.7,170.0,1.0,5.0,28.4,Normal
106,25.4,17.7,38.4,64.0,221.0,14.1,1478.0,0.22,11.4,174.0,1.0,5.0,32.0,Normal
107,26.1,18.1,39.2,64.0,217.0,12.2,1531.0,0.25,12.1,171.0,1.0,5.0,26.0,Normal
108,26.1,17.8,38.3,63.0,221.0,14.0,1507.0,0.23,1.1,174.0,1.0,5.0,29.2,Normal
109,26.5,17.8,38.4,64.0,220.0,13.1,1504.0,0.27,0.8,173.0,1.0,5.0,29.6,Normal
110,26.0,18.2,38.3,62.0,216.0,13.7,1517.0,0.24,1.1,170.0,1.0,5.0,31.9,Normal
111,24.8,17.6,37.3,62.0,221.0,13.8,1563.0,0.25,8.9,173.0,1.0,5.0,25.0,Normal
112,26.5,18.4,38.3,64.0,221.0,12.2,1505.0,0.25,3.6,174.0,1.0,5.0,25.3,Normal
113,25.5,17.7,38.4,63.0,222.0,14.0,1512.0,0.25,0.4,174.0,1.0,5.0,31.4,Normal
114,25.4,18.1,39.6,64.0,218.0,13.2,1560.0,0.28,1.1,172.0,1.0,5.0,28.1,Normal
115,26.0,17.8,38.3,65.0,220.0,12.1,1516.0,0.27,1.0,173.0,1.0,5.0,25.2,Normal
116,25.9,18.0,38.6,64.0,221.0,13.2,1505.0,0.25,9.4,174.0,1.0,5.0,26.5,Normal
117,26.2,18.1,38.4,64.0,221.0,13.4,1564.0,0.26,2.1,174.0,1.0,5.0,23.8,Normal
118,25.6,18.0,37.9,62.0,220.0,14.0,1536.0,0.27,12.7,173.0,1.0,5.0,27.3,Normal
119,26.0,17.8,39.0,62.0,219.0,11.0,1542.0,0.24,14.9,172.0,1.0,5.0,19.8,Normal
120,25.0,17.7,38.9,63.0,221.0,13.8,1534.0,0.22,6.6,174.0,1.0,5.0,29.0,Normal
121,26.4,18.8,38.9,64.0,221.0,12.9,1553.0,0.26,8.1,174.0,1.0,5.0,23.6,Normal
122,25.7,17.8,38.1,63.0,219.0,14.3,1561.0,0.27,3.9,172.0,1.0,5.0,31.4,Normal
123,27.2,18.3,39.2,64.0,218.0,13.5,1537.0,0.22,9.8,172.0,1.0,5.0,26.6,Normal
124,25.9,17.5,37.9,65.0,218.0,13.1,1496.0,0.24,13.7,172.0,1.0,5.0,25.1,Normal
125,26.5,18.0,38.9,65.0,222.0,13.3,1550.0,0.25,2.7,175.0,1.0,5.0,28.5,Normal
126,26.8,18.1,39.7,64.0,221.0,13.8,1531.0,0.23,14.3,174.0,1.0,5.0,30.2,Normal
127,27.9,18.1,38.1,64.0,220.0,14.4,1568.0,0.25,3.3,173.0,1.0,5.0,28.1,Normal
128,25.2,17.2,38.3,62.0,219.0,12.6,1515.0,0.23,4.0,172.0,1.0,5.0,23.0,Normal
129,26.8,18.1,38.7,63.0,216.0,13.2,1533.0,0.24,13.7,170.0,1.0,5.0,28.6,Normal
130,26.2,17.7,38.4,63.0,219.0,15.0,1498.0,0.26,8.9,173.0,1.0,5.0,27.8,Normal
131,26.6,18.1,37.9,63.0,217.0,13.2,1566.0,0.21,0.5,171.0,1.0,5.0,27.3,Normal
132,26.7,17.8,38.7,64.0,220.0,13.9,1580.0,0.23,12.0,173.0,1.0,5.0,30.1,Normal
133,25.6,17.8,38.2,66.0,222.0,12.3,1528.0,0.28,9.6,175.0,1.0,5.0,25.4,Normal
134,25.8,18.0,39.0,65.0,218.0,11.9,1537.0,0.23,11.1,172.0,1.0,5.0,24.9,Normal
135,25.9,17.8,38.3,64.0,220.0,12.6,1519.0,0.2,2.4,173.0,1.0,5.0,29.7,Normal
136,26.0,18.1,39.6,65.0,222.0,12.9,1522.0,0.25,13.1,175.0,1.0,5.0,23.0,Normal
137,25.9,17.7,38.4,63.0,220.0,14.7,1565.0,0.25,11.7,173.0,1.0,5.0,28.8,Normal
138,26.4,17.6,38.7,65.0,219.0,14.8,1529.0,0.25,14.4,173.0,1.0,5.0,24.6,Normal
139,26.3,18.5,39.2,62.0,220.0,11.7,1558.0,0.25,6.1,173.0,1.0,5.0,32.8,Normal
140,25.6,17.7,38.2,65.0,222.0,13.1,1544.0,0.27,7.8,175.0,1.0,5.0,23.4,Normal
141,26.2,18.1,39.0,64.0,220.0,14.4,1567.0,0.24,10.5,174.0,1.0,5.0,24.1,Normal
142,26.4,18.5,39.5,63.0,220.0,13.6,1533.0,0.25,1.6,173.0,1.0,5.0,35.8,Normal
143,25.0,17.9,38.1,64.0,222.0,15.2,1577.0,0.24,3.2,175.0,1.0,5.0,31.3,Normal
144,25.7,18.0,39.0,63.0,221.0,14.4,1601.0,0.26,4.3,173.0,1.0,5.0,25.9,Normal
145,26.6,18.3,39.1,63.0,217.0,13.4,1494.0,0.26,14.2,171.0,1.0,5.0,24.8,Normal
146,27.3,18.6,39.3,62.0,221.0,13.5,1543.0,0.26,0.0,174.0,1.0,5.0,26.0,Normal
147,25.2,17.8,38.4,65.0,222.0,13.7,1543.0,0.29,14.9,175.0,1.0,5.0,28.9,Normal
148,25.5,18.1,38.3,65.0,217.0,12.9,1524.0,0.26,5.9,172.0,1.0,5.0,28.6,Normal
149,25.7,17.7,39.3,62.0,215.0,14.7,1558.0,0.27,9.7,169.0,1.0,5.0,27.4,Normal
150,25.1,18.1,39.2,66.0,218.0,14.5,1580.0,0.23,6.2,172.0,1.0,5.0,33.5,Normal
151,26.0,18.3,39.2,64.0,220.0,14.2,1487.0,0.23,11.8,173.0,1.0,5.0,26.1,Normal
152,25.1,18.0,39.2,64.0,222.0,14.0,1485.0,0.29,14.3,175.0,1.0,5.0,22.8,Normal
153,26.8,18.1,38.7,63.0,218.0,12.8,1596.0,0.22,6.7,171.0,1.0,5.0,36.3,Normal
154,25.5,17.8,39.2,65.0,221.0,14.3,1539.0,0.26,2.7,174.0,1.0,5.0,31.3,Normal
155,27.1,18.3,39.3,64.0,214.0,13.9,1549.0,0.27,3.3,169.0,1.0,5.0,28.1,Normal
156,27.1,18.5,38.8,65.0,220.0,15.8,1515.0,0.27,4.0,174.0,1.0,5.0,28.9,Normal
157,25.7,18.0,40.1,65.0,219.0,12.5,1548.0,0.21,3.3,173.0,1.0,5.0,29.6,Normal
158,25.6,18.1,39.4,66.0,224.0,13.1,1588.0,0.24,0.2,177.0,1.0,5.0,23.8,Normal
159,26.3,18.4,38.6,64.0,216.0,12.3,1562.0,0.26,12.9,170.0,1.0,5.0,28.0,Normal
160,26.6,18.7,39.5,64.0,220.0,13.6,1553.0,0.26,10.2,173.0,1.0,5.0,30.1,Normal
161,26.0,17.8,38.7,64.0,216.0,12.1,1494.0,0.25,7.7,170.0,1.0,5.0,29.4,Normal
162,25.9,18.3,39.6,65.0,219.0,15.1,1570.0,0.23,2.2,173.0,1.0,5.0,21.7,Normal
163,26.8,18.4,39.8,65.0,217.0,15.0,1548.0,0.24,0.6,171.0,1.0,5.0,29.7,Normal
164,26.4,18.2,38.9,65.0,225.0,13.7,1530.0,0.23,5.8,177.0,1.0,5.0,29.7,Normal
165,25.4,17.6,39.8,65.0,219.0,12.9,1567.0,0.22,0.1,173.0,1.0,5.0,28.8,Normal
166,26.1,18.5,39.5,63.0,220.0,12.4,1523.0,0.24,0.9,172.0,1.0,5.0,25.1,Normal
167,26.7,18.8,39.7,66.0,220.0,13.2,1565.0,0.28,1.1,174.0,1.0,5.0,32.9,Normal
168,26.0,18.4,40.3,65.0,218.0,14.6,1585.0,0.24,12.2,172.0,1.0,5.0,29.3,Normal
169,26.0,18.0,39.2,64.0,222.0,13.2,1553.0,0.21,10.9,175.0,1.0,5.0,27.9,Normal
170,26.2,18.1,39.0,65.0,221.0,15.9,1536.0,0.24,4.6,174.0,1.0,5.0,27.9,Normal
171,26.9,18.8,38.9,64.0,222.0,15.5,1531.0,0.28,4.6,175.0,1.0,5.0,24.0,Normal
172,27.4,18.6,39.0,65.0,218.0,14.0,1560.0,0.21,5.2,172.0,1.0,5.0,34.4,Normal
173,26.5,18.5,39.4,64.0,222.0,13.5,1536.0,0.24,8.5,175.0,1.0,5.0,32.1,Normal
174,27.0,18.5,39.6,65.0,222.0,13.4,1620.0,0.26,12.9,175.0,1.0,5.0,26.9,Normal
175,26.3,18.2,39.6,65.0,220.0,15.6,1507.0,0.22,7.2,173.0,1.0,5.0,23.1,Normal
176,26.2,18.3,39.9,64.0,222.0,13.4,1545.0,0.24,2.2,174.0,1.0,5.0,30.7,Normal
177,26.3,18.3,39.5,65.0,221.0,15.0,1557.0,0.22,2.4,174.0,1.0,5.0,31.0,Normal
178,26.6,18.6,40.2,67.0,217.0,14.0,1554.0,0.22,0.9,172.0,1.0,5.0,29.6,Normal
179,26.9,18.8,39.4,64.0,220.0,14.7,1532.0,0.25,11.1,173.0,1.0,5.0,27.7,Normal
180,26.3,18.8,40.9,64.0,219.0,13.2,1586.0,0.28,6.0,173.0,1.0,5.0,24.8,Normal
181,25.2,18.0,39.8,64.0,220.0,13.7,1569.0,0.23,13.8,173.0,1.0,5.0,30.8,Normal
182,26.7,18.4,39.1,64.0,222.0,14.0,1572.0,0.25,4.7,175.0,1.0,5.0,23.5,Normal
183,27.0,18.5,39.0,65.0,217.0,13.4,1529.0,0.25,12.0,171.0,1.0,5.0,29.3,Normal
184,26.9,18.6,39.8,65.0,219.0,15.3,1537.0,0.24,7.4,173.0,1.0,5.0,31.3,Normal
185,26.2,18.2,39.5,65.0,218.0,13.3,1564.0,0.22,12.7,172.0,1.0,5.0,27.9,Normal
186,27.7,19.3,40.0,66.0,218.0,13.5,1517.0,0.22,8.4,173.0,1.0,5.0,28.5,Normal
187,26.4,18.0,39.9,65.0,218.0,15.5,1570.0,0.22,2.9,172.0,1.0,5.0,21.6,Normal
188,26.4,18.0,39.6,64.0,220.0,15.3,1547.0,0.23,12.0,173.0,1.0,5.0,26.2,Normal
189,26.0,18.4,39.2,63.0,221.0,15.7,1582.0,0.23,0.1,174.0,1.0,5.0,27.1,Normal
190,26.0,18.4,38.9,63.0,221.0,15.7,1582.0,0.23,7.6,174.0,1.0,5.0,27.17240120859741,Fan_Fault
191,26.11111111111111,18.955555555555556,39.5,61.6,218.54444444444445,14.827777777777778,1494.111111111111,0.23,2.9,174.0,1.0,4.722222222222222,27.39027899686386,Fan_Fault
192,26.22222222222222,19.51111111111111,40.1,60.2,216.0888888888889,13.955555555555556,1406.2222222222222,0.23,5.1,174.0,1.0,4.444444444444445,24.015283459922788,Fan_Fault
193,26.333333333333332,20.066666666666666,39.8,58.800000000000004,213.63333333333333,13.083333333333332,1318.3333333333335,0.23,6.1,174.0,1.0,4.166666666666667,24.7461855540603,Fan_Fault
194,26.444444444444443,20.62222222222222,39.1,57.400000000000006,211.17777777777778,12.21111111111111,1230.4444444444443,0.23,8.4,174.0,1.0,3.888888888888889,30.658566689462376,Fan_Fault
195,26.555555555555557,21.177777777777777,39.8,56.0,208.72222222222223,11.338888888888889,1142.5555555555557,0.23,5.3,174.0,1.0,3.611111111111111,28.773480355704233,Fan_Fault
196,26.666666666666668,21.73333333333333,40.0,54.60000000000001,206.26666666666668,10.466666666666667,1054.6666666666667,0.23,9.7,174.0,1.0,3.3333333333333335,27.690858830556667,Fan_Fault
197,26.77777777777778,22.288888888888888,39.3,53.2,203.8111111111111,9.594444444444445,966.7777777777777,0.23,2.8,174.0,1.0,3.0555555555555554,24.020336506841232,Fan_Fault
198,26.88888888888889,22.84444444444444,39.9,51.800000000000004,201.35555555555555,8.722222222222221,878.8888888888889,0.23,11.8,174.0,1.0,2.7777777777777777,27.71999386039504,Fan_Fault
199,27.0,23.4,39.8,50.400000000000006,198.9,7.85,791.0,0.23,9.0,174.0,1.0,2.5,27.812859980638173,Fan_Fault
200,26.1,18.4,39.2,65.0,220.0,15.0,1548.0,0.23,5.3,174.0,1.0,5.0,24.1,Normal
201,26.3,18.5,40.0,62.0,220.0,14.4,1541.0,0.24,8.0,173.0,1.0,5.0,31.6,Normal
202,26.3,18.4,40.1,65.0,221.0,13.1,1541.0,0.22,6.1,174.0,1.0,5.0,27.6,Normal
203,26.5,18.5,40.4,65.0,218.0,12.6,1617.0,0.22,13.1,172.0,1.0,5.0,22.5,Normal
204,27.1,18.4,40.4,64.0,222.0,14.2,1568.0,0.23,8.2,175.0,1.0,5.0,30.9,Normal
205,26.6,18.3,39.2,66.0,220.0,14.0,1502.0,0.17,11.8,174.0,1.0,5.0,29.3,Normal
206,27.1,18.7,39.4,66.0,221.0,12.3,1534.0,0.24,11.9,175.0,1.0,5.0,24.9,Normal
207,26.8,18.8,40.2,65.0,220.0,15.9,1538.0,0.21,11.0,174.0,1.0,5.0,33.5,Normal
208,25.2,17.9,40.2,66.0,220.0,14.4,1528.0,0.22,11.3,174.0,1.0,5.0,26.6,Normal
209,25.3,18.4,40.2,64.0,220.0,15.7,1552.0,0.21,3.4,173.0,1.0,5.0,35.9,Normal
210,25.6,18.3,41.9,64.0,221.0,12.1,1533.0,0.24,13.1,174.0,1.0,5.0,34.5,Normal
211,26.4,18.3,40.3,65.0,224.0,15.8,1534.0,0.24,10.6,176.0,1.0,5.0,32.5,Normal
212,26.5,18.5,40.5,64.0,216.0,13.8,1554.0,0.22,0.8,170.0,1.0,5.0,27.8,Normal
213,26.5,18.6,40.5,66.0,221.0,15.6,1504.0,0.22,9.7,174.0,1.0,5.0,30.1,Normal
